data_name,note_id,measure,beat,offset,absolute_time,end_time,pitch,pitch_midi,octave,duration,time_from_prev,time_to_next,fingering,string,pluck,fret
abe etude 25-3 (Yuki)(done),26,2,1.25,4.25,2.125,2.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),27,2,1.5,4.5,2.25,2.375,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),28,2,1.5,4.5,2.25,2.375,G4,67,4,0.25,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),29,2,1.75,4.75,2.375,2.5,A4,69,4,0.25,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),30,2,1.75,4.75,2.375,2.5,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),31,3,2.0,5.0,2.5,2.75,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),32,3,2.0,5.0,2.5,2.625,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),33,3,2.25,5.25,2.625,2.75,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),34,3,2.5,5.5,2.75,3.0,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),35,3,2.5,5.5,2.75,2.875,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),36,3,2.75,5.75,2.875,3.0,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),37,3,3.0,6.0,3.0,3.25,A4,69,4,0.5,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),38,3,3.0,6.0,3.0,3.125,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),39,3,3.25,6.25,3.125,3.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),40,3,3.5,6.5,3.25,3.5,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),41,3,3.5,6.5,3.25,3.375,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),42,3,3.75,6.75,3.375,3.5,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),43,4,4.0,7.0,3.5,4.0,F#4,66,4,1.0,0.125,0.0,1,1,m,2.0
abe etude 25-3 (Yuki)(done),44,4,4.0,7.0,3.5,3.625,D#4,63,4,0.25,0.0,0.125,3,2,i,4.0
abe etude 25-3 (Yuki)(done),45,4,4.25,7.25,3.625,3.75,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),46,4,4.5,7.5,3.75,3.875,D#4,63,4,0.25,0.125,0.125,3,2,i,4.0
abe etude 25-3 (Yuki)(done),47,4,4.75,7.75,3.875,4.0,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),48,4,1.0,8.0,4.0,4.25,E4,64,4,0.5,0.125,0.125,0,1,m,0.0
abe etude 25-3 (Yuki)(done),49,4,1.25,8.25,4.125,4.25,B3,59,3,0.25,0.125,0.125,0,2,i,0.0
abe etude 25-3 (Yuki)(done),50,4,1.5,8.5,4.25,4.375,G4,67,4,0.25,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),51,4,1.5,8.5,4.25,4.375,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),52,4,1.75,8.75,4.375,4.5,A4,69,4,0.25,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),53,4,1.75,8.75,4.375,4.5,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),54,5,2.0,9.0,4.5,4.625,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),55,5,2.0,9.0,4.5,4.75,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),56,5,2.25,9.25,4.625,4.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),57,5,2.5,9.5,4.75,4.875,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),58,5,2.5,9.5,4.75,5.0,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),59,5,2.75,9.75,4.875,5.0,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),60,5,3.0,10.0,5.0,5.125,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),61,5,3.0,10.0,5.0,5.25,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),62,5,3.25,10.25,5.125,5.25,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),63,5,3.5,10.5,5.25,5.375,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),64,5,3.5,10.5,5.25,5.5,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),65,5,3.75,10.75,5.375,5.5,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),66,6,4.0,11.0,5.5,5.625,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),67,6,4.0,11.0,5.5,5.75,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),68,6,4.25,11.25,5.625,5.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),69,6,4.5,11.5,5.75,6.0,B4,71,4,0.5,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),70,6,4.5,11.5,5.75,5.875,G4,67,4,0.25,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),71,6,4.75,11.75,5.875,6.0,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),72,6,1.0,12.0,6.0,6.25,A4,69,4,0.5,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),73,6,1.0,12.0,6.0,6.125,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),74,6,1.25,12.25,6.125,6.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),75,6,1.5,12.5,6.25,6.375,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),76,6,1.5,12.5,6.25,6.375,G4,67,4,0.25,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),77,6,1.75,12.75,6.375,6.5,A4,69,4,0.25,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),78,6,1.75,12.75,6.375,6.5,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),79,7,2.0,13.0,6.5,6.75,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),80,7,2.0,13.0,6.5,6.625,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),81,7,2.25,13.25,6.625,6.75,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),82,7,2.5,13.5,6.75,7.0,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),83,7,2.5,13.5,6.75,6.875,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),84,7,2.75,13.75,6.875,7.0,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),85,7,3.0,14.0,7.0,7.25,F#4,66,4,0.5,0.125,0.0,1,1,m,2.0
abe etude 25-3 (Yuki)(done),86,7,3.0,14.0,7.0,7.125,D#4,63,4,0.25,0.0,0.125,3,2,i,4.0
abe etude 25-3 (Yuki)(done),87,7,3.25,14.25,7.125,7.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),88,7,3.5,14.5,7.25,7.5,F#4,66,4,0.5,0.125,0.0,1,1,m,2.0
abe etude 25-3 (Yuki)(done),89,7,3.5,14.5,7.25,7.375,D#4,63,4,0.25,0.0,0.125,3,2,i,4.0
abe etude 25-3 (Yuki)(done),90,7,3.75,14.75,7.375,7.5,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),91,8,4.0,15.0,7.5,7.625,E4,64,4,0.25,0.125,0.125,0,1,m,0.0
abe etude 25-3 (Yuki)(done),92,8,4.25,15.25,7.625,7.75,B3,59,3,0.25,0.125,0.125,0,2,i,0.0
abe etude 25-3 (Yuki)(done),93,8,4.5,15.5,7.75,8.0,E2,40,2,0.5,0.125,0.25,0,6,p,0.0
abe etude 25-3 (Yuki)(done),94,9,1.0,16.0,8.0,8.25,B4,71,4,0.5,0.25,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),95,9,1.0,16.0,8.0,8.125,G#4,68,4,0.25,0.0,0.125,3,2,i,9.0
abe etude 25-3 (Yuki)(done),96,9,1.25,16.25,8.125,8.25,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),97,9,1.5,16.5,8.25,8.375,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),98,9,1.5,16.5,8.25,8.375,G#4,68,4,0.25,0.0,0.125,3,2,i,9.0
abe etude 25-3 (Yuki)(done),99,9,1.75,16.75,8.375,8.5,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),100,9,1.75,16.75,8.375,8.5,G#4,68,4,0.25,0.0,0.125,3,2,i,9.0
abe etude 25-3 (Yuki)(done),101,10,2.0,17.0,8.5,8.625,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),102,10,2.0,17.0,8.5,8.75,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),103,10,2.25,17.25,8.625,8.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),104,10,2.5,17.5,8.75,8.875,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),105,10,2.5,17.5,8.75,9.0,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),106,10,2.75,17.75,8.875,9.0,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),107,10,3.0,18.0,9.0,9.125,D5,74,5,0.25,0.125,0.0,1,1,m,10.0
abe etude 25-3 (Yuki)(done),108,10,3.0,18.0,9.0,9.25,B4,71,4,0.5,0.0,0.125,3,2,i,12.0
abe etude 25-3 (Yuki)(done),109,10,3.25,18.25,9.125,9.25,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),110,10,3.5,18.5,9.25,9.375,D5,74,5,0.25,0.125,0.0,1,1,m,10.0
abe etude 25-3 (Yuki)(done),111,10,3.5,18.5,9.25,9.5,B4,71,4,0.5,0.0,0.125,3,2,i,12.0
abe etude 25-3 (Yuki)(done),112,10,3.75,18.75,9.375,9.5,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),113,11,4.0,19.0,9.5,9.625,D5,74,5,0.25,0.125,0.0,1,1,m,10.0
abe etude 25-3 (Yuki)(done),114,11,4.0,19.0,9.5,9.75,B4,71,4,0.5,0.0,0.125,3,2,i,12.0
abe etude 25-3 (Yuki)(done),115,11,4.25,19.25,9.625,9.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),116,11,4.5,19.5,9.75,9.875,D5,74,5,0.25,0.125,0.0,1,1,m,10.0
abe etude 25-3 (Yuki)(done),117,11,4.5,19.5,9.75,10.0,B4,71,4,0.5,0.0,0.125,3,2,i,12.0
abe etude 25-3 (Yuki)(done),118,11,4.75,19.75,9.875,10.0,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),119,11,1.0,20.0,10.0,10.125,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),120,11,1.0,20.0,10.0,10.25,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),121,11,1.25,20.25,10.125,10.25,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),122,11,1.5,20.5,10.25,10.375,E5,76,5,0.25,0.125,0.0,1,1,m,12.0
abe etude 25-3 (Yuki)(done),123,11,1.5,20.5,10.25,10.375,C5,72,5,0.25,0.0,0.125,2,2,i,13.0
abe etude 25-3 (Yuki)(done),124,11,1.75,20.75,10.375,10.5,D5,74,5,0.25,0.125,0.0,1,1,m,10.0
abe etude 25-3 (Yuki)(done),125,11,1.75,20.75,10.375,10.5,B4,71,4,0.25,0.0,0.125,3,2,i,12.0
abe etude 25-3 (Yuki)(done),126,12,2.0,21.0,10.5,10.625,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),127,12,2.0,21.0,10.5,10.75,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),128,12,2.25,21.25,10.625,10.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),129,12,2.5,21.5,10.75,10.875,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),130,12,2.5,21.5,10.75,11.0,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),131,12,2.75,21.75,10.875,11.0,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),132,12,3.0,22.0,11.0,11.25,A4,69,4,0.5,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),133,12,3.0,22.0,11.0,11.125,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),134,12,3.25,22.25,11.125,11.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),135,12,3.5,22.5,11.25,11.5,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),136,12,3.5,22.5,11.25,11.375,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),137,12,3.75,22.75,11.375,11.5,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),138,13,4.0,23.0,11.5,12.0,F#4,66,4,1.0,0.125,0.0,1,1,m,2.0
abe etude 25-3 (Yuki)(done),139,13,4.0,23.0,11.5,11.625,D#4,63,4,0.25,0.0,0.125,4,2,i,4.0
abe etude 25-3 (Yuki)(done),140,13,4.25,23.25,11.625,11.75,B3,59,3,0.25,0.125,0.125,3,3,p,4.0
abe etude 25-3 (Yuki)(done),141,13,4.5,23.5,11.75,11.875,A3,57,3,0.25,0.125,0.125,1,3,p,2.0
abe etude 25-3 (Yuki)(done),142,13,4.75,23.75,11.875,12.0,B3,59,3,0.25,0.125,0.125,3,3,,4.0
abe etude 25-3 (Yuki)(done),143,13,1.0,24.0,12.0,12.25,E4,64,4,0.5,0.125,0.0,0,1,m,0.0
abe etude 25-3 (Yuki)(done),144,13,1.0,24.0,12.0,12.125,G3,55,3,0.25,0.0,0.125,0,3,p,0.0
abe etude 25-3 (Yuki)(done),145,13,1.25,24.25,12.125,12.25,B3,59,3,0.25,0.125,0.125,0,2,i,0.0
abe etude 25-3 (Yuki)(done),146,13,1.5,24.5,12.25,12.375,G4,67,4,0.25,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),147,13,1.5,24.5,12.25,12.375,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),148,13,1.75,24.75,12.375,12.5,A4,69,4,0.25,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),149,13,1.75,24.75,12.375,12.5,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),150,14,2.0,25.0,12.5,12.625,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),151,14,2.0,25.0,12.5,12.75,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),152,14,2.25,25.25,12.625,12.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),153,14,2.5,25.5,12.75,12.875,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),154,14,2.5,25.5,12.75,13.0,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),155,14,2.75,25.75,12.875,13.0,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),156,14,3.0,26.0,13.0,13.125,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),157,14,3.0,26.0,13.0,13.25,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),158,14,3.25,26.25,13.125,13.25,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),159,14,3.5,26.5,13.25,13.375,C5,72,5,0.25,0.125,0.0,1,1,m,8.0
abe etude 25-3 (Yuki)(done),160,14,3.5,26.5,13.25,13.5,A4,69,4,0.5,0.0,0.125,3,2,i,10.0
abe etude 25-3 (Yuki)(done),161,14,3.75,26.75,13.375,13.5,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),162,15,4.0,27.0,13.5,13.625,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),163,15,4.0,27.0,13.5,13.75,G4,67,4,0.5,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),164,15,4.25,27.25,13.625,13.75,E4,64,4,0.25,0.125,0.125,0,1,,0.0
abe etude 25-3 (Yuki)(done),165,15,4.5,27.5,13.75,14.0,B4,71,4,0.5,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),166,15,4.5,27.5,13.75,13.875,G4,67,4,0.25,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),167,15,4.75,27.75,13.875,14.0,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),168,15,1.0,28.0,14.0,14.25,A4,69,4,0.5,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),169,15,1.0,28.0,14.0,14.125,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),170,15,1.25,28.25,14.125,14.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),171,15,1.5,28.5,14.25,14.375,B4,71,4,0.25,0.125,0.0,1,1,m,7.0
abe etude 25-3 (Yuki)(done),172,15,1.5,28.5,14.25,14.375,G4,67,4,0.25,0.0,0.125,2,2,i,8.0
abe etude 25-3 (Yuki)(done),173,15,1.75,28.75,14.375,14.5,A4,69,4,0.25,0.125,0.0,1,1,m,5.0
abe etude 25-3 (Yuki)(done),174,15,1.75,28.75,14.375,14.5,F#4,66,4,0.25,0.0,0.125,3,2,i,7.0
abe etude 25-3 (Yuki)(done),175,16,2.0,29.0,14.5,14.75,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),176,16,2.0,29.0,14.5,14.625,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),177,16,2.25,29.25,14.625,14.75,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),178,16,2.5,29.5,14.75,15.0,G4,67,4,0.5,0.125,0.0,1,1,m,3.0
abe etude 25-3 (Yuki)(done),179,16,2.5,29.5,14.75,14.875,E4,64,4,0.25,0.0,0.125,3,2,i,5.0
abe etude 25-3 (Yuki)(done),180,16,2.75,29.75,14.875,15.0,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),181,16,3.0,30.0,15.0,15.25,F#4,66,4,0.5,0.125,0.0,1,1,m,2.0
abe etude 25-3 (Yuki)(done),182,16,3.0,30.0,15.0,15.125,D#4,63,4,0.25,0.0,0.125,3,2,i,4.0
abe etude 25-3 (Yuki)(done),183,16,3.25,30.25,15.125,15.25,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),184,16,3.5,30.5,15.25,15.5,F#4,66,4,0.5,0.125,0.0,1,1,m,2.0
abe etude 25-3 (Yuki)(done),185,16,3.5,30.5,15.25,15.375,D#4,63,4,0.25,0.0,0.125,3,2,i,4.0
abe etude 25-3 (Yuki)(done),186,16,3.75,30.75,15.375,15.5,B3,59,3,0.25,0.125,0.125,0,2,,0.0
abe etude 25-3 (Yuki)(done),187,17,4.0,31.0,15.5,15.625,E4,64,4,0.25,0.125,0.125,0,1,m,0.0
abe etude 25-3 (Yuki)(done),188,17,4.25,31.25,15.625,15.75,B3,59,3,0.25,0.125,0.125,0,2,i,0.0
abe etude 25-3 (Yuki)(done),189,17,4.5,31.5,15.75,16.0,G3,55,3,0.5,0.125,0.0,0,3,i,0.0
abe etude 25-3 (Yuki)(done),190,17,4.5,31.5,15.75,16.0,E2,40,2,0.5,0.0,0.0,0,6,p,0.0
abe etude 25-4 (Yuki)(done),0,0,1.0,0.0,0.0,0.25,C4,60,4,0.5,0.0,1.0,1,2,i,1.0
abe etude 25-4 (Yuki)(done),1,1,3.0,2.0,1.0,1.25,A3,57,3,0.5,1.0,0.125,2,3,p,2.0
abe etude 25-4 (Yuki)(done),2,1,3.25,2.25,1.125,1.25,C4,60,4,0.25,0.125,0.125,1,2,i,1.0
abe etude 25-4 (Yuki)(done),3,1,3.5,2.5,1.25,1.5,F3,53,3,0.5,0.125,0.125,3,4,p,3.0
abe etude 25-4 (Yuki)(done),4,1,3.75,2.75,1.375,1.5,C4,60,4,0.25,0.125,0.125,1,2,i,1.0
abe etude 25-4 (Yuki)(done),5,1,4.0,3.0,1.5,2.0,E3,52,3,1.0,0.125,0.125,2,4,p,2.0
abe etude 25-4 (Yuki)(done),6,1,4.25,3.25,1.625,1.75,C4,60,4,0.25,0.125,0.125,1,2,m,1.0
abe etude 25-4 (Yuki)(done),7,1,4.5,3.5,1.75,1.875,B-3,58,3,0.25,0.125,0.125,4,3,i,3.0
abe etude 25-4 (Yuki)(done),8,1,4.75,3.75,1.875,2.0,G3,55,3,0.25,0.125,0.125,0,3,m,0.0
abe etude 25-4 (Yuki)(done),9,2,1.0,4.0,2.0,2.5,F3,53,3,1.0,0.125,0.125,3,4,p,3.0
abe etude 25-4 (Yuki)(done),10,2,1.25,4.25,2.125,2.25,A3,57,3,0.25,0.125,0.125,2,3,p,2.0
abe etude 25-4 (Yuki)(done),11,2,1.5,4.5,2.25,2.375,C4,60,4,0.25,0.125,0.125,1,2,i,1.0
abe etude 25-4 (Yuki)(done),12,2,1.75,4.75,2.375,2.5,F4,65,4,0.25,0.125,0.125,1,1,m,1.0
abe etude 25-4 (Yuki)(done),13,2,2.0,5.0,2.5,2.625,A4,69,4,0.25,0.125,0.125,4,1,i,5.0
abe etude 25-4 (Yuki)(done),14,2,2.25,5.25,2.625,2.75,F4,65,4,0.25,0.125,0.125,1,1,m,1.0
abe etude 25-4 (Yuki)(done),15,2,2.5,5.5,2.75,2.875,C4,60,4,0.25,0.125,0.125,1,2,i,1.0
