data_name	note_id	measure	beat	offset	absolute_time	end_time	pitch	pitch_midi	octave	duration	time_from_prev	time_to_next	fingering	string	pluck	fret
Carcassi etude1	175	22	4.5	87.5	43.75	44	F4	65	4	0.5	0.25	0.25	1	1		1
Carcassi etude1	176	23	1	88	44	44.25	E4	64	4	0.5	0.25	0	0	1		0
Carcassi etude1	177	23	1	88	44	45	C3	48	3	2	0	0.25	3	5		3
Carcassi etude1	178	23	1.5	88.5	44.25	44.5	G4	67	4	0.5	0.25	0.25	4	1		3
Carcassi etude1	179	23	2	89	44.5	44.75	F4	65	4	0.5	0.25	0.25	1	1		1
Carcassi etude1	180	23	2.5	89.5	44.75	45	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	181	23	3	90	45	45.25	D4	62	4	0.5	0.25	0	4	2		3
Carcassi etude1	182	23	3	90	45	46	G3	55	3	2	0	0.25	0	3		0
Carcassi etude1	183	23	3.5	90.5	45.25	45.5	F4	65	4	0.5	0.25	0.25	1	1		1
Carcassi etude1	184	23	4	91	45.5	45.75	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	185	23	4.5	91.5	45.75	46	D4	62	4	0.5	0.25	0.25	4	2		3
Carcassi etude1	186	24	1	92	46	46.25	C4	60	4	0.5	0.25	0	1	2		1
Carcassi etude1	187	24	1	92	46	47	A3	57	3	2	0	0.25	2	3		2
Carcassi etude1	188	24	1.5	92.5	46.25	46.5	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	189	24	2	93	46.5	46.75	D4	62	4	0.5	0.25	0.25	4	2		3
Carcassi etude1	190	24	2.5	93.5	46.75	47	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	191	24	3	94	47	47.25	B3	59	3	0.5	0.25	0	0	2		0
Carcassi etude1	192	24	3	94	47	48	E3	52	3	2	0	0.25	2	4		2
Carcassi etude1	193	24	3.5	94.5	47.25	47.5	D4	62	4	0.5	0.25	0.25	4	2		3
Carcassi etude1	194	24	4	95	47.5	47.75	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	195	24	4.5	95.5	47.75	48	B3	59	3	0.5	0.25	0.25	0	2		0
Carcassi etude1	196	25	1	96	48	48.25	A3	57	3	0.5	0.25	0	2	3		2
Carcassi etude1	197	25	1	96	48	49	F3	53	3	2	0	0.25	3	4		3
Carcassi etude1	198	25	1.5	96.5	48.25	48.5	B3	59	3	0.5	0.25	0.25	0	2		0
Carcassi etude1	199	25	2	97	48.5	48.75	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	200	25	2.5	97.5	48.75	49	B3	59	3	0.5	0.25	0.25	0	2		0
Carcassi etude1	201	25	3	98	49	49.25	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	202	25	3.5	98.5	49.25	49.5	C#4	61	4	0.5	0.25	0.25	2	2		2
Carcassi etude1	203	25	4	99	49.5	49.75	D4	62	4	0.5	0.25	0.25	3	2		3
Carcassi etude1	204	25	4.5	99.5	49.75	50	C#4	61	4	0.5	0.25	0.25	2	2		2
Carcassi etude1	205	26	1	100	50	50.25	D4	62	4	0.5	0.25	0	3	2		3
Carcassi etude1	206	26	1	100	50	51	D3	50	3	2	0	0.25	0	4		0
Carcassi etude1	207	26	1.5	100.5	50.25	50.5	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	208	26	2	101	50.5	50.75	F4	65	4	0.5	0.25	0.25	1	1		1
Carcassi etude1	209	26	2.5	101.5	50.75	51	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	210	26	3	102	51	51.25	D4	62	4	0.5	0.25	0.25	3	2		3
Carcassi etude1	211	26	3.5	102.5	51.25	51.5	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	212	26	4	103	51.5	51.75	B3	59	3	0.5	0.25	0.25	0	2		0
Carcassi etude1	213	26	4.5	103.5	51.75	52	A3	57	3	0.5	0.25	0.25	2	3		2
Carcassi etude1	214	27	1	104	52	52.5	G2	43	2	1	0.25	0.25	3	6		3
Carcassi etude1	215	27	1.5	104.5	52.25	52.5	G3	55	3	0.5	0.25	0.25	0	3		0
Carcassi etude1	216	27	2	105	52.5	52.75	A3	57	3	0.5	0.25	0.25	2	3		2
Carcassi etude1	217	27	2.5	105.5	52.75	53	B3	59	3	0.5	0.25	0.25	0	2		0
Carcassi etude1	218	27	3	106	53	53.25	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	219	27	3.5	106.5	53.25	53.5	D4	62	4	0.5	0.25	0.25	3	2		3
Carcassi etude1	220	27	4	107	53.5	53.75	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	221	27	4.5	107.5	53.75	54	F4	65	4	0.5	0.25	0.25	1	1		1
Carcassi etude1	222	28	1	108	54	54.25	G4	67	4	0.5	0.25	0.25	4	1		3
Carcassi etude1	223	28	1.5	108.5	54.25	54.5	G2	43	2	0.5	0.25	0.25	3	6		3
Carcassi etude1	224	28	2	109	54.5	54.75	B2	47	2	0.5	0.25	0.25	2	5		2
Carcassi etude1	225	28	2.5	109.5	54.75	55	D3	50	3	0.5	0.25	0.25	0	4		0
Carcassi etude1	226	28	3	110	55	55.25	G3	55	3	0.5	0.25	0.25	0	3		0
Carcassi etude1	227	28	3.5	110.5	55.25	55.5	F3	53	3	0.5	0.25	0.25	3	4		3
Carcassi etude1	228	28	4	111	55.5	55.75	E3	52	3	0.5	0.25	0.25	2	4		2
Carcassi etude1	229	28	4.5	111.5	55.75	56	D3	50	3	0.5	0.25	0.25	0	4		0
Carcassi etude1	230	29	1	112	56	57	C3	48	3	2	0.25	0.25	3	5		3
Carcassi etude1	231	29	1.5	112.5	56.25	56.5	G3	55	3	0.5	0.25	0.25	0	3		0
Carcassi etude1	232	29	2	113	56.5	56.75	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	233	29	2.5	113.5	56.75	57	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	234	29	3	114	57	58	G3	55	3	2	0.25	0.25	3	4		5
Carcassi etude1	235	29	3.5	114.5	57.25	57.5	B3	59	3	0.5	0.25	0.25	2	3		4
Carcassi etude1	236	29	4	115	57.5	57.75	D4	62	4	0.5	0.25	0.25	1	2		3
Carcassi etude1	237	29	4.5	115.5	57.75	58	G4	67	4	0.5	0.25	0.25	1	1		3
Carcassi etude1	238	30	1	116	58	59	C4	60	4	2	0.25	0.25	3	4		10
Carcassi etude1	239	30	1.5	116.5	58.25	58.5	E4	64	4	0.5	0.25	0.25	2	3		9
Carcassi etude1	240	30	2	117	58.5	58.75	G4	67	4	0.5	0.25	0.25	1	2		8
Carcassi etude1	241	30	2.5	117.5	58.75	59	C5	72	5	0.5	0.25	0.25	1	1		8
Carcassi etude1	242	30	3	118	59	60	G3	55	3	2	0.25	0.25	3	4		5
Carcassi etude1	243	30	3.5	118.5	59.25	59.5	B3	59	3	0.5	0.25	0.25	2	3		4
Carcassi etude1	244	30	4	119	59.5	59.75	D4	62	4	0.5	0.25	0.25	1	2		3
Carcassi etude1	245	30	4.5	119.5	59.75	60	G4	67	4	0.5	0.25	0.25	1	1		3
Carcassi etude1	246	31	1	120	60	61	C3	48	3	2	0.25	0.25	3	5		3
Carcassi etude1	247	31	1.5	120.5	60.25	60.5	G3	55	3	0.5	0.25	0.25	0	3		0
Carcassi etude1	248	31	2	121	60.5	60.75	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	249	31	2.5	121.5	60.75	61	E4	64	4	0.5	0.25	0.25	0	1		0
Carcassi etude1	250	31	3	122	61	62	F#3	54	3	2	0.25	0.25	1	4		4
Carcassi etude1	251	31	3.5	122.5	61.25	61.5	C4	60	4	0.5	0.25	0.25	3	3		5
Carcassi etude1	252	31	4	123	61.5	61.75	D#4	63	4	0.5	0.25	0.25	2	2		4
Carcassi etude1	253	31	4.5	123.5	61.75	62	A4	69	4	0.5	0.25	0.25	4	1		5
Carcassi etude1	254	32	1	124	62	63	G3	55	3	2	0.25	0.25	2	4		5
Carcassi etude1	255	32	1.5	124.5	62.25	62.5	C4	60	4	0.5	0.25	0.25	3	3		5
Carcassi etude1	256	32	2	125	62.5	62.75	E4	64	4	0.5	0.25	0.25	4	2		5
Carcassi etude1	257	32	2.5	125.5	62.75	63	G4	67	4	0.5	0.25	0.25	1	1		3
Carcassi etude1	258	32	3	126	63	64	G3	55	3	2	0.25	0.25	1	4		5
Carcassi etude1	259	32	3.5	126.5	63.25	63.5	D4	62	4	0.5	0.25	0.25	3	3		7
Carcassi etude1	260	32	4	127	63.5	63.75	F4	65	4	0.5	0.25	0.25	2	2		6
Carcassi etude1	261	32	4.5	127.5	63.75	64	B4	71	4	0.5	0.25	0.25	4	1		7
Carcassi etude1	262	33	1	128	64	65	C4	60	4	2	0.25	0.25	3	4		10
Carcassi etude1	263	33	1.5	128.5	64.25	64.5	E4	64	4	0.5	0.25	0.25	2	3		9
Carcassi etude1	264	33	2	129	64.5	64.75	G4	67	4	0.5	0.25	0.25	1	2		8
Carcassi etude1	265	33	2.5	129.5	64.75	65	C5	72	5	0.5	0.25	0.25	1	1		8
Carcassi etude1	266	33	3	130	65	66	G3	55	3	2	0.25	0.25	3	4		5
Carcassi etude1	267	33	3.5	130.5	65.25	65.5	B3	59	3	0.5	0.25	0.25	2	3		4
Carcassi etude1	268	33	4	131	65.5	65.75	D4	62	4	0.5	0.25	0.25	1	2		3
Carcassi etude1	269	33	4.5	131.5	65.75	66	G4	67	4	0.5	0.25	0.25	1	1		3
Carcassi etude1	270	34	1	132	66	67	C3	48	3	2	0.25	0.25	3	5		3
Carcassi etude1	271	34	1.5	132.5	66.25	66.5	G3	55	3	0.5	0.25	0.25	0	3		0
Carcassi etude1	272	34	2	133	66.5	66.75	C4	60	4	0.5	0.25	0.25	1	2		1
Carcassi etude1	273	34	2.5	133.5	66.75	67	E4	64	4	0.5	0.25	0.25	0	1		0
