data_name	note_id	measure	beat	offset	absolute_time	end_time	pitch	pitch_midi	octave	duration	time_from_prev	time_to_next	fingering	string	pluck	fret
segovia etude 20-1 (Yuki)(done)	23	3	1	8	4	4.5	F4	65	4	1	0.5	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	24	3	1	8	4	4.5	G3	55	3	1	0	0	0	3	p	0
segovia etude 20-1 (Yuki)(done)	25	3	1	8	4	4.5	D4	62	4	1	0	0.5	4	2	i	3
segovia etude 20-1 (Yuki)(done)	26	4	2	9	4.5	5.5	E4	64	4	2	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	27	4	2	9	4.5	5.5	A3	57	3	2	0	0	2	3	p	2
segovia etude 20-1 (Yuki)(done)	28	4	2	9	4.5	5	D4	62	4	1	0	0.5	4	2	i	3
segovia etude 20-1 (Yuki)(done)	29	4	3	10	5	5.5	C4	60	4	1	0.5	0.5	1	2	i	1
segovia etude 20-1 (Yuki)(done)	30	4	4	11	5.5	6	F4	65	4	1	0.5	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	31	4	4	11	5.5	5.75	G3	55	3	0.5	0	0	0	3	p	0
segovia etude 20-1 (Yuki)(done)	32	4	4	11	5.5	6	D4	62	4	1	0	0.25	4	2	i	3
segovia etude 20-1 (Yuki)(done)	33	4	4.5	11.5	5.75	6	F3	53	3	0.5	0.25	0.25	3	4	p	3
segovia etude 20-1 (Yuki)(done)	34	5	1	12	6	6.5	G4	67	4	1	0.25	0	2	1	m	3
segovia etude 20-1 (Yuki)(done)	35	5	1	12	6	6.5	E3	52	3	1	0	0	1	4	p	2
segovia etude 20-1 (Yuki)(done)	36	5	1	12	6	6.5	E4	64	4	1	0	0.5	4	2	i	5
segovia etude 20-1 (Yuki)(done)	37	5	2	13	6.5	7	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	38	5	2	13	6.5	6.75	A3	57	3	0.5	0	0	2	3	p	2
segovia etude 20-1 (Yuki)(done)	39	5	2	13	6.5	7	C4	60	4	1	0	0.25	1	2	i	1
segovia etude 20-1 (Yuki)(done)	40	5	2.5	13.5	6.75	7	G3	55	3	0.5	0.25	0.25	0	3	p	0
segovia etude 20-1 (Yuki)(done)	41	5	3	14	7	7.25	F4	65	4	0.5	0.25	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	42	5	3	14	7	7.5	F3	53	3	1	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	43	5	3	14	7	7.25	D4	62	4	0.5	0	0.25	4	2	i	3
segovia etude 20-1 (Yuki)(done)	44	5	3.5	14.5	7.25	7.5	E4	64	4	0.5	0.25	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	45	5	3.5	14.5	7.25	7.5	C4	60	4	0.5	0	0.25	1	2	i	1
segovia etude 20-1 (Yuki)(done)	46	6	4	15	7.5	8	D4	62	4	1	0.25	0	1	2	m	3
segovia etude 20-1 (Yuki)(done)	47	6	4	15	7.5	7.75	G3	55	3	0.5	0	0	3	4	p	5
segovia etude 20-1 (Yuki)(done)	48	6	4	15	7.5	8	B3	59	3	1	0	0.25	2	3	i	4
segovia etude 20-1 (Yuki)(done)	49	6	4.5	15.5	7.75	8	F3	53	3	0.5	0.25	0.25	1	4	p	3
segovia etude 20-1 (Yuki)(done)	50	6	1	16	8	8.25	E4	64	4	0.5	0.25	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	51	6	1	16	8	8.5	E3	52	3	1	0	0	1	4	p	2
segovia etude 20-1 (Yuki)(done)	52	6	1	16	8	8.25	C4	60	4	0.5	0	0.25	4	3	i	5
segovia etude 20-1 (Yuki)(done)	53	6	1.5	16.5	8.25	8.5	D4	62	4	0.5	0.25	0	2	2	m	3
segovia etude 20-1 (Yuki)(done)	54	6	1.5	16.5	8.25	8.5	B3	59	3	0.5	0	0.25	3	3	i	4
segovia etude 20-1 (Yuki)(done)	55	6	2	17	8.5	9	C4	60	4	1	0.25	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	56	6	2	17	8.5	8.75	F3	53	3	0.5	0	0	4	4	p	3
segovia etude 20-1 (Yuki)(done)	57	6	2	17	8.5	9	A3	57	3	1	0	0.25	3	3	i	2
segovia etude 20-1 (Yuki)(done)	58	6	2.5	17.5	8.75	9	E3	52	3	0.5	0.25	0.25	2	4	p	2
segovia etude 20-1 (Yuki)(done)	59	7	3	18	9	9.25	D4	62	4	0.5	0.25	0	1	2	m	3
segovia etude 20-1 (Yuki)(done)	60	7	3	18	9	9.5	D3	50	3	1	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	61	7	3	18	9	9.25	B3	59	3	0.5	0	0.25	3	3	i	4
segovia etude 20-1 (Yuki)(done)	62	7	3.5	18.5	9.25	9.5	C4	60	4	0.5	0.25	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	63	7	3.5	18.5	9.25	9.5	A3	57	3	0.5	0	0.25	3	3	i	2
segovia etude 20-1 (Yuki)(done)	64	7	4	19	9.5	10	B3	59	3	1	0.25	0	0	2	m	0
segovia etude 20-1 (Yuki)(done)	65	7	4	19	9.5	9.75	E3	52	3	0.5	0	0	2	4	p	2
segovia etude 20-1 (Yuki)(done)	66	7	4	19	9.5	10	G#3	56	3	1	0	0.25	1	3	i	1
segovia etude 20-1 (Yuki)(done)	67	7	4.5	19.5	9.75	10	D3	50	3	0.5	0.25	0.25	0	4	p	0
segovia etude 20-1 (Yuki)(done)	68	7	1	20	10	10.25	C4	60	4	0.5	0.25	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	69	7	1	20	10	10.5	C3	48	3	1	0	0	3	5	p	3
segovia etude 20-1 (Yuki)(done)	70	7	1	20	10	10.25	A3	57	3	0.5	0	0.25	2	3	i	2
segovia etude 20-1 (Yuki)(done)	71	7	1.5	20.5	10.25	10.5	B3	59	3	0.5	0.25	0	0	2	m	0
segovia etude 20-1 (Yuki)(done)	72	7	1.5	20.5	10.25	10.5	G3	55	3	0.5	0	0.25	0	3	i	0
segovia etude 20-1 (Yuki)(done)	73	8	2	21	10.5	11	A3	57	3	1	0.25	0	1	3	m	2
segovia etude 20-1 (Yuki)(done)	74	8	2	21	10.5	10.75	D3	50	3	0.5	0	0	4	5	p	5
segovia etude 20-1 (Yuki)(done)	75	8	2	21	10.5	11	F#3	54	3	1	0	0.25	3	4	i	4
segovia etude 20-1 (Yuki)(done)	76	8	2.5	21.5	10.75	11	C3	48	3	0.5	0.25	0.25	2	5	p	3
segovia etude 20-1 (Yuki)(done)	77	8	3	22	11	11.5	D4	62	4	1	0.25	0	4	2	m	3
segovia etude 20-1 (Yuki)(done)	78	8	3	22	11	11.5	B2	47	2	1	0	0	2	5	p	2
segovia etude 20-1 (Yuki)(done)	79	8	3	22	11	11.5	G3	55	3	1	0	0.5	0	3	i	0
segovia etude 20-1 (Yuki)(done)	80	8	4	23	11.5	12	E4	64	4	1	0.5	0	4	2	m	5
segovia etude 20-1 (Yuki)(done)	81	8	4	23	11.5	12	C3	48	3	1	0	0	2	5	p	3
segovia etude 20-1 (Yuki)(done)	82	8	4	23	11.5	12	G3	55	3	1	0	0.5	0	3	i	0
segovia etude 20-1 (Yuki)(done)	83	9	1	24	12	12.5	B3	59	3	1	0.5	0	0	2	m	0
segovia etude 20-1 (Yuki)(done)	84	9	1	24	12	13	D3	50	3	2	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	85	9	1	24	12	12.5	G3	55	3	1	0	0.5	0	3	i	0
segovia etude 20-1 (Yuki)(done)	86	9	2	25	12.5	13	C4	60	4	1	0.5	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	87	9	2	25	12.5	13	A3	57	3	1	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	88	9	3	26	13	13.5	A3	57	3	1	0.5	0	1	3	m	2
segovia etude 20-1 (Yuki)(done)	89	9	3	26	13	13.5	D3	50	3	1	0	0	4	5	p	5
segovia etude 20-1 (Yuki)(done)	90	9	3	26	13	13.5	F#3	54	3	1	0	0.5	3	4	i	4
segovia etude 20-1 (Yuki)(done)	91	10	4	27	13.5	14	G3	55	3	1	0.5	0	0	3	m	0
segovia etude 20-1 (Yuki)(done)	92	10	4	27	13.5	14	G2	43	2	1	0	0.5	2	6	p	3
segovia etude 20-1 (Yuki)(done)	93	10	1	28	14	14.5	G3	55	3	1	0.5	0.5	4	4	p	5
segovia etude 20-1 (Yuki)(done)	94	10	2	29	14.5	15	F3	53	3	1	0.5	0.5	2	4	p	3
segovia etude 20-1 (Yuki)(done)	95	11	3	30	15	16	E3	52	3	2	0.5	0.5	2	4	p	2
segovia etude 20-1 (Yuki)(done)	96	11	4	31	15.5	16	G4	67	4	1	0.5	0.5	4	1	m	3
segovia etude 20-1 (Yuki)(done)	97	11	1	32	16	16.5	F4	65	4	1	0.5	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	98	11	1	32	16	16.5	D3	50	3	1	0	0.5	0	4	p	0
segovia etude 20-1 (Yuki)(done)	99	12	2	33	16.5	16.5	F4	65	4	0	0.5	0	1	1		1
segovia etude 20-1 (Yuki)(done)	100	12	2	33	16.5	17.5	E4	64	4	2	0	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	101	12	2	33	16.5	17.5	C3	48	3	2	0	0.5	3	5	p	3
segovia etude 20-1 (Yuki)(done)	102	12	3	34	17	17.5	G3	55	3	1	0.5	0.5	0	3	i	0
segovia etude 20-1 (Yuki)(done)	103	12	4	35	17.5	18	D4	62	4	1	0.5	0	3	2	m	3
segovia etude 20-1 (Yuki)(done)	104	12	4	35	17.5	18	B-2	46	2	1	0	0	1	5	p	1
segovia etude 20-1 (Yuki)(done)	105	12	4	35	17.5	18	G#3	56	3	1	0	0.5	1	3	i	1
segovia etude 20-1 (Yuki)(done)	106	13	1	36	18	18.5	C#4	61	4	1	0.5	0	1	2	m	2
segovia etude 20-1 (Yuki)(done)	107	13	1	36	18	19	A2	45	2	2	0	0	0	5	p	0
segovia etude 20-1 (Yuki)(done)	108	13	1	36	18	19	A3	57	3	2	0	0.5	1	3	i	2
segovia etude 20-1 (Yuki)(done)	109	13	2	37	18.5	19	A4	69	4	1	0.5	0.5	4	1	m	5
segovia etude 20-1 (Yuki)(done)	110	13	3	38	19	19.5	G4	67	4	1	0.5	0	1	1	m	3
segovia etude 20-1 (Yuki)(done)	111	13	3	38	19	19.5	C#3	49	3	1	0	0	2	5	p	4
segovia etude 20-1 (Yuki)(done)	112	13	3	38	19	19.5	E4	64	4	1	0	0.5	3	2	i	5
segovia etude 20-1 (Yuki)(done)	113	14	4	39	19.5	19.5	G4	67	4	0	0.5	0	4	1		3
segovia etude 20-1 (Yuki)(done)	114	14	4	39	19.5	20.5	F4	65	4	2	0	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	115	14	4	39	19.5	20.5	D3	50	3	2	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	116	14	4	39	19.5	20	D4	62	4	1	0	0.5	3	2	i	3
segovia etude 20-1 (Yuki)(done)	117	14	1	40	20	20.5	A3	57	3	1	0.5	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	118	14	2	41	20.5	21	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	119	14	2	41	20.5	21	E3	52	3	1	0	0	1	4	p	2
segovia etude 20-1 (Yuki)(done)	120	14	2	41	20.5	21	G3	55	3	1	0	0.5	0	3	i	0
segovia etude 20-1 (Yuki)(done)	121	15	3	42	21	21.5	D4	62	4	1	0.5	0	3	2	m	3
segovia etude 20-1 (Yuki)(done)	122	15	3	42	21	22	F3	53	3	2	0	0.25	2	4	p	3
segovia etude 20-1 (Yuki)(done)	123	15	3.5	42.5	21.25	22	A3	57	3	1.5	0.25	0.25	1	3	i	2
segovia etude 20-1 (Yuki)(done)	124	15	4	43	21.5	22	A4	69	4	1	0.25	0.5	4	1	m	5
segovia etude 20-1 (Yuki)(done)	125	15	1	44	22	22.5	G4	67	4	1	0.5	0	4	1	m	3
segovia etude 20-1 (Yuki)(done)	126	15	1	44	22	22.5	E3	52	3	1	0	0	1	4	p	2
segovia etude 20-1 (Yuki)(done)	127	15	1	44	22	22.5	C#4	61	4	1	0	0.5	1	2	i	2
segovia etude 20-1 (Yuki)(done)	128	16	2	45	22.5	22.5	G4	67	4	0	0.5	0	4	1		3
segovia etude 20-1 (Yuki)(done)	129	16	2	45	22.5	23.5	F4	65	4	2	0	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	130	16	2	45	22.5	23	D3	50	3	1	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	131	16	2	45	22.5	23.5	D4	62	4	2	0	0.5	3	2	i	3
segovia etude 20-1 (Yuki)(done)	132	16	3	46	23	23.5	A3	57	3	1	0.5	0.5	2	3	p	2
segovia etude 20-1 (Yuki)(done)	133	16	4	47	23.5	24	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	134	16	4	47	23.5	24	G3	55	3	1	0	0	4	4	p	5
segovia etude 20-1 (Yuki)(done)	135	16	4	47	23.5	24	B-3	58	3	1	0	0.5	2	3	i	3
segovia etude 20-1 (Yuki)(done)	136	17	1	48	24	24.5	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	137	17	1	48	24	25	F3	53	3	2	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	138	17	1	48	24	25	A3	57	3	2	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	139	17	2	49	24.5	25	D4	62	4	1	0.5	0.5	4	2	m	3
segovia etude 20-1 (Yuki)(done)	140	17	3	50	25	25.5	C4	60	4	1	0.5	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	141	17	3	50	25	25.5	F#3	54	3	1	0	0	4	4	p	4
segovia etude 20-1 (Yuki)(done)	142	17	3	50	25	25.5	A3	57	3	1	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	143	18	4	51	25.5	26	B3	59	3	1	0.5	0	0	2	m	0
segovia etude 20-1 (Yuki)(done)	144	18	4	51	25.5	26	G3	55	3	1	0	0.5	0	3	p	0
segovia etude 20-1 (Yuki)(done)	145	18	1	52	26	26.5	C4	60	4	1	0.5	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	146	18	1	52	26	26.5	F3	53	3	1	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	147	18	1	52	26	26.5	A3	57	3	1	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	148	18	2	53	26.5	27	D4	62	4	1	0.5	0	1	2	m	3
segovia etude 20-1 (Yuki)(done)	149	18	2	53	26.5	27	D3	50	3	1	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	150	18	2	53	26.5	27	B3	59	3	1	0	0.5	2	3	i	4
segovia etude 20-1 (Yuki)(done)	151	19	3	54	27	28.5	E4	64	4	3	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	152	19	3	54	27	27.5	C3	48	3	1	0	0	3	5	p	3
segovia etude 20-1 (Yuki)(done)	153	19	3	54	27	28.5	C4	60	4	3	0	0.5	1	2	i	1
segovia etude 20-1 (Yuki)(done)	154	19	4	55	27.5	28	D3	50	3	1	0.5	0.5	0	4	p	0
segovia etude 20-1 (Yuki)(done)	155	19	1	56	28	28.5	E3	52	3	1	0.5	0.5	2	4	p	2
segovia etude 20-1 (Yuki)(done)	156	20	2	57	28.5	29	C4	60	4	1	0.5	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	157	20	2	57	28.5	29	F3	53	3	1	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	158	20	2	57	28.5	29	A3	57	3	1	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	159	20	3	58	29	29.5	D4	62	4	1	0.5	0	1	2	m	3
segovia etude 20-1 (Yuki)(done)	160	20	3	58	29	29.5	B3	59	3	1	0	0.5	2	3	i	4
segovia etude 20-1 (Yuki)(done)	161	20	4	59	29.5	30	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	162	20	4	59	29.5	30	C4	60	4	1	0	0.5	1	2	i	1
segovia etude 20-1 (Yuki)(done)	163	21	1	60	30	31.5	F4	65	4	3	0.5	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	164	21	1	60	30	30.5	D3	50	3	1	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	165	21	1	60	30	31.5	D4	62	4	3	0	0.5	4	2	i	3
segovia etude 20-1 (Yuki)(done)	166	21	2	61	30.5	31	E3	52	3	1	0.5	0.5	2	4	p	2
segovia etude 20-1 (Yuki)(done)	167	21	3	62	31	31.5	F3	53	3	1	0.5	0.5	3	4	p	3
segovia etude 20-1 (Yuki)(done)	168	22	4	63	31.5	32	D4	62	4	1	0.5	0	1	2	m	3
segovia etude 20-1 (Yuki)(done)	169	22	4	63	31.5	32	G3	55	3	1	0	0	3	4	p	5
segovia etude 20-1 (Yuki)(done)	170	22	4	63	31.5	32	B3	59	3	1	0	0.5	2	3	i	4
segovia etude 20-1 (Yuki)(done)	171	22	1	64	32	32.5	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	172	22	1	64	32	32.5	C4	60	4	1	0	0.5	1	2	i	1
segovia etude 20-1 (Yuki)(done)	173	22	2	65	32.5	33	F4	65	4	1	0.5	0	2	1	m	1
segovia etude 20-1 (Yuki)(done)	174	22	2	65	32.5	33	D4	62	4	1	0	0.5	4	2	i	3
segovia etude 20-1 (Yuki)(done)	175	23	3	66	33	34.5	G4	67	4	3	0.5	0	2	1	m	3
segovia etude 20-1 (Yuki)(done)	176	23	3	66	33	33.5	E3	52	3	1	0	0	1	4	p	2
segovia etude 20-1 (Yuki)(done)	177	23	3	66	33	34.5	E4	64	4	3	0	0.5	4	2	i	5
segovia etude 20-1 (Yuki)(done)	178	23	4	67	33.5	34	F3	53	3	1	0.5	0.5	1	4	p	3
segovia etude 20-1 (Yuki)(done)	179	23	1	68	34	34.5	G3	55	3	1	0.5	0.5	0	3	p	0
segovia etude 20-1 (Yuki)(done)	180	24	2	69	34.5	35	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	181	24	2	69	34.5	35	A3	57	3	1	0	0	2	3	p	2
segovia etude 20-1 (Yuki)(done)	182	24	2	69	34.5	35	C4	60	4	1	0	0.5	1	2	i	1
segovia etude 20-1 (Yuki)(done)	183	24	3	70	35	35.5	F4	65	4	1	0.5	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	184	24	3	70	35	35.5	F3	53	3	1	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	185	24	3	70	35	35.5	D4	62	4	1	0	0.5	4	2	i	3
segovia etude 20-1 (Yuki)(done)	186	24	4	71	35.5	36	A4	69	4	1	0.5	0	2	1	m	5
segovia etude 20-1 (Yuki)(done)	187	24	4	71	35.5	36	D3	50	3	1	0	0	0	4	p	0
segovia etude 20-1 (Yuki)(done)	188	24	4	71	35.5	36	F4	65	4	1	0	0.5	3	2	i	6
segovia etude 20-1 (Yuki)(done)	189	25	1	72	36	36.5	E4	64	4	1	0.5	0	1	2	m	5
segovia etude 20-1 (Yuki)(done)	190	25	1	72	36	37	G3	55	3	2	0	0	1	4	p	5
segovia etude 20-1 (Yuki)(done)	191	25	1	72	36	36.5	C4	60	4	1	0	0.5	1	3	i	5
segovia etude 20-1 (Yuki)(done)	192	25	2	73	36.5	37	F4	65	4	1	0.5	0	2	2	m	6
segovia etude 20-1 (Yuki)(done)	193	25	2	73	36.5	37	D4	62	4	1	0	0.5	3	3	i	7
segovia etude 20-1 (Yuki)(done)	194	25	3	74	37	37.5	D4	62	4	1	0.5	0	2	2	m	3
segovia etude 20-1 (Yuki)(done)	195	25	3	74	37	37.5	G2	43	2	1	0	0	1	6	p	3
segovia etude 20-1 (Yuki)(done)	196	25	3	74	37	37.5	B3	59	3	1	0	0.5	3	3	i	4
segovia etude 20-1 (Yuki)(done)	197	26	4	75	37.5	38	C4	60	4	1	0.5	0	3	3	m	5
segovia etude 20-1 (Yuki)(done)	198	26	4	75	37.5	38	C3	48	3	1	0	0.5	1	5	p	3
segovia etude 20-1 (Yuki)(done)	199	26	1	76	38	38.5	E4	64	4	1	0.5	0.5	4	2	m	5
segovia etude 20-1 (Yuki)(done)	200	26	2	77	38.5	39	F#4	66	4	1	0.5	0	4	2	m	7
segovia etude 20-1 (Yuki)(done)	201	26	2	77	38.5	39	D3	50	3	1	0	0	1	5	p	5
segovia etude 20-1 (Yuki)(done)	202	26	2	77	38.5	39	C4	60	4	1	0	0.5	1	3	i	5
segovia etude 20-1 (Yuki)(done)	203	27	3	78	39	39.5	G4	67	4	1	0.5	0	1	1	m	3
segovia etude 20-1 (Yuki)(done)	204	27	3	78	39	40	G3	55	3	2	0	0	3	4	p	5
segovia etude 20-1 (Yuki)(done)	205	27	3	78	39	40	B3	59	3	2	0	0.5	2	3	i	4
segovia etude 20-1 (Yuki)(done)	206	27	4	79	39.5	40	D4	62	4	1	0.5	0.5	1	2	m	3
segovia etude 20-1 (Yuki)(done)	207	27	1	80	40	40.5	E4	64	4	1	0.5	0	4	2	m	5
segovia etude 20-1 (Yuki)(done)	208	27	1	80	40	40.5	C3	48	3	1	0	0	1	5	p	3
segovia etude 20-1 (Yuki)(done)	209	27	1	80	40	40.5	B-3	58	3	1	0	0.5	1	3	i	3
segovia etude 20-1 (Yuki)(done)	210	28	2	81	40.5	41	F4	65	4	1	0.5	0	1	1	m	1
segovia etude 20-1 (Yuki)(done)	211	28	2	81	40.5	41.5	F3	53	3	2	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	212	28	2	81	40.5	41.5	A3	57	3	2	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	213	28	3	82	41	41.5	C4	60	4	1	0.5	0.5	1	2	m	1
segovia etude 20-1 (Yuki)(done)	214	28	4	83	41.5	42	D4	62	4	1	0.5	0	4	2	m	3
segovia etude 20-1 (Yuki)(done)	215	28	4	83	41.5	42	F3	53	3	1	0	0	3	4	p	3
segovia etude 20-1 (Yuki)(done)	216	28	4	83	41.5	42	A3	57	3	1	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	217	29	1	84	42	42.5	E4	64	4	1	0.5	0	0	1	m	0
segovia etude 20-1 (Yuki)(done)	218	29	1	84	42	43	E3	52	3	2	0	0	2	4	p	2
segovia etude 20-1 (Yuki)(done)	219	29	1	84	42	43	G#3	56	3	2	0	0.5	1	3	i	1
segovia etude 20-1 (Yuki)(done)	220	29	2	85	42.5	43	B3	59	3	1	0.5	0.5	0	2	m	0
segovia etude 20-1 (Yuki)(done)	221	29	3	86	43	43.5	C#4	61	4	1	0.5	0	2	2	m	2
segovia etude 20-1 (Yuki)(done)	222	29	3	86	43	43.5	A2	45	2	1	0	0	0	5	p	0
segovia etude 20-1 (Yuki)(done)	223	29	3	86	43	43.5	G3	55	3	1	0	0.5	0	3	i	0
segovia etude 20-1 (Yuki)(done)	224	30	4	87	43.5	44	D4	62	4	1	0.5	0	2	2	m	3
segovia etude 20-1 (Yuki)(done)	225	30	4	87	43.5	44.5	D3	50	3	2	0	0	4	5	p	5
segovia etude 20-1 (Yuki)(done)	226	30	4	87	43.5	44.5	F#3	54	3	2	0	0.5	3	4	i	4
segovia etude 20-1 (Yuki)(done)	227	30	1	88	44	44.5	A3	57	3	1	0.5	0.5	1	3	m	2
segovia etude 20-1 (Yuki)(done)	228	30	2	89	44.5	45	B3	59	3	1	0.5	0	0	2	m	0
segovia etude 20-1 (Yuki)(done)	229	30	2	89	44.5	45	G2	43	2	1	0	0	3	6	p	3
segovia etude 20-1 (Yuki)(done)	230	30	2	89	44.5	45	F3	53	3	1	0	0.5	4	4	i	3
segovia etude 20-1 (Yuki)(done)	231	31	3	90	45	45.5	C4	60	4	1	0.5	0	1	2	m	1
segovia etude 20-1 (Yuki)(done)	232	31	3	90	45	45.5	A2	45	2	1	0	0	0	5	p	0
segovia etude 20-1 (Yuki)(done)	233	31	3	90	45	45.5	E3	52	3	1	0	0.5	2	4	i	2
segovia etude 20-1 (Yuki)(done)	234	31	4	91	45.5	46	D4	62	4	1	0.5	0	4	2	m	3
segovia etude 20-1 (Yuki)(done)	235	31	4	91	45.5	46	F2	41	2	1	0	0	1	6	p	1
segovia etude 20-1 (Yuki)(done)	236	31	4	91	45.5	46	A3	57	3	1	0	0.5	2	3	i	2
segovia etude 20-1 (Yuki)(done)	237	31	1	92	46	46.5	B3	59	3	1	0.5	0	0	2	m	0
segovia etude 20-1 (Yuki)(done)	238	31	1	92	46	46.5	G2	43	2	1	0	0	3	6	p	3
segovia etude 20-1 (Yuki)(done)	239	31	1	92	46	46.5	F3	53	3	1	0	0.5	4	4	i	3
segovia etude 20-1 (Yuki)(done)	240	32	2	93	46.5	47	C4	60	4	1	0.5	0	1	2	m	1
