data_name,pitch,pitch_midi,octave,duration,time_from_prev,time_to_next,fingering,string,pluck,fret
abe etude 25-10,A#3,58,3,0.25,0,0,1,3,,3
abe etude 25-6,A#4,70,4,2,0.25,0,4,1,,6
abe etude 25-6,A#4,70,4,1,0.25,0.25,4,1,,6
abe etude 25-10,A#4,70,4,0.1,0.05,0.05,4,1,,6
abe etude 25-10,A#4,70,4,0.25,0.25,0,4,1,,6
abe etude 25-10,A#4,70,4,0.25,0.25,0,4,1,,6
abe etude 25-1,A2,45,2,2,0,0.25,0,5,,0
abe etude 25-1,A2,45,2,3,0,1,0,5,,0
abe etude 25-2,A2,45,2,1,0.125,0.125,0,5,,0
abe etude 25-2,A2,45,2,1,0.125,0.125,0,5,,0
abe etude 25-4,A2,45,2,0.5,0,0.125,0,5,,0
abe etude 25-4,A2,45,2,0.5,0,0.125,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0.25,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0.25,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0.25,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0.25,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0.25,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0.25,0,5,,0
abe etude 25-5,A2,45,2,0.5,0,0,0,5,,0
abe etude 25-6,A2,45,2,3,0,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,1,0,0.25,0,5,,0
abe etude 25-7,A2,45,2,1,0.25,0.75,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-7,A2,45,2,0.5,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,3,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-8,A2,45,2,1,0.25,0.25,0,5,,0
abe etude 25-9,A2,45,2,0.5,0.125,0.125,0,5,,0
abe etude 25-9,A2,45,2,0.5,0,0.125,0,5,,0
abe etude 25-9,A2,45,2,2,0,0.125,0,5,,0
abe etude 25-10,A2,45,2,0.25,0.25,0.25,0,5,,0
abe etude 25-10,A2,45,2,0.25,0.25,0.25,0,5,,0
abe etude 25-10,A2,45,2,0.0833,0.25,0.0417,1,5,,0
abe etude 25-10,A2,45,2,0.25,0.0417,0.25,1,5,,0
abe etude 25-1,A3,57,3,1,0,0.25,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,3,3,,2
abe etude 25-1,A3,57,3,1,0,0,3,3,,2
abe etude 25-1,A3,57,3,2,0,0,3,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,1,3,,2
abe etude 25-1,A3,57,3,1,0,0.25,2,3,,2
abe etude 25-1,A3,57,3,2,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,2,0,0.25,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.25,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.25,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,1,0,0.5,2,3,,2
abe etude 25-1,A3,57,3,3,0,0,2,3,,2
abe etude 25-1,A3,57,3,2,0,0,1,3,,2
abe etude 25-1,A3,57,3,2,0,0,1,3,,2
abe etude 25-2,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-2,A3,57,3,0.25,0.125,0.125,1,3,,2
abe etude 25-2,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-2,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-2,A3,57,3,0.25,0.125,0.125,1,3,,2
abe etude 25-3,A3,57,3,0.25,0.125,0.125,1,3,,2
abe etude 25-4,A3,57,3,0.5,1,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,3,4,,7
abe etude 25-4,A3,57,3,0.5,0.125,0.125,3,4,,7
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.25,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,1.5,0,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0,0.25,2,3,,2
abe etude 25-4,A3,57,3,1.5,0,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.25,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.25,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,3,4,,7
abe etude 25-4,A3,57,3,0.5,0.125,0.125,3,4,,7
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.5,0.25,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-4,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,2,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,2,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,2,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,4,,7
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,3,,2
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,1,3,,2
abe etude 25-5,A3,57,3,0.5,0.25,0,3,4,,7
abe etude 25-5,A3,57,3,0.5,0.25,0,3,4,,7
abe etude 25-5,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-6,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-6,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-6,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-6,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-6,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0,0.25,3,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,3,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,3,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,3,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,3,3,,2
abe etude 25-7,A3,57,3,1.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-7,A3,57,3,1,0.25,0,1,3,,2
abe etude 25-7,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,0.5,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,0.5,0.25,0.25,1,5,,12
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,4,4,,7
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,2,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-8,A3,57,3,1,0.25,0.25,1,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,3,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,3,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,3,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,3,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-9,A3,57,3,0.25,0.125,0.125,2,3,,2
abe etude 25-10,A3,57,3,0.0833,0.0417,0.0417,3,3,,2
abe etude 25-10,A3,57,3,0.25,0,0.25,3,3,,2
abe etude 25-10,A3,57,3,0.0714,0.0357,0.0357,1,3,,2
abe etude 25-10,A3,57,3,0.0833,0.0417,0.0417,3,3,,2
abe etude 25-10,A3,57,3,0.25,0,0.25,3,3,,2
abe etude 25-10,A3,57,3,0.0833,0.0417,0.0417,3,4,,7
abe etude 25-10,A3,57,3,0.5,0,0.25,3,3,,2
abe etude 25-1,A4,69,4,0.5,0.25,0.25,4,1,,5
abe etude 25-1,A4,69,4,1,0.5,0,1,1,,5
abe etude 25-1,A4,69,4,2,0.5,0,4,1,,5
abe etude 25-1,A4,69,4,1,0.5,0.5,4,1,,5
abe etude 25-1,A4,69,4,1,0.5,0,4,1,,5
abe etude 25-2,A4,69,4,0.25,0.125,0.125,4,1,,5
abe etude 25-2,A4,69,4,0.25,0.125,0.125,4,1,,5
abe etude 25-2,A4,69,4,0.25,0.125,0.125,4,1,,5
abe etude 25-2,A4,69,4,0.25,0.125,0.125,4,1,,5
abe etude 25-3,A4,69,4,0.25,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.25,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.5,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.25,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.25,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.25,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0,0.125,3,2,,10
abe etude 25-3,A4,69,4,0.5,0.125,0,1,1,,5
abe etude 25-3,A4,69,4,0.25,0.125,0,1,1,,5
abe etude 25-4,A4,69,4,0.25,0.125,0.125,1,1,,5
abe etude 25-4,A4,69,4,0.25,0.125,0.125,4,1,,5
abe etude 25-4,A4,69,4,0.25,0.125,0.125,1,1,,5
abe etude 25-4,A4,69,4,0.25,0.125,0.125,4,1,,5
abe etude 25-5,A4,69,4,1,0,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,2,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-5,A4,69,4,1,0.25,0.25,4,1,,5
abe etude 25-7,A4,69,4,0.5,0.75,0.25,4,1,,5
abe etude 25-7,A4,69,4,1.5,0.25,0.25,4,1,,5
abe etude 25-7,A4,69,4,0.5,0.25,0.25,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-8,A4,69,4,0.5,0.25,0,4,1,,5
abe etude 25-10,A4,69,4,0.0714,0.0357,0.0357,4,1,,5
abe etude 25-10,A4,69,4,0.25,0.25,0,4,1,,5
abe etude 25-10,A4,69,4,0.25,0.25,0,4,1,,5
abe etude 25-10,A4,69,4,0.0833,0.0417,0.0417,1,1,,5
abe etude 25-10,A4,69,4,0.25,0,0.25,2,2,,10
abe etude 25-4,B-2,46,2,1.5,0,0.125,1,5,,1
abe etude 25-4,B-2,46,2,1.5,0,0.125,1,5,,1
abe etude 25-7,B-2,46,2,0.5,0.25,0.25,1,5,,1
abe etude 25-7,B-2,46,2,0.5,0.25,0.25,1,5,,1
abe etude 25-8,B-2,46,2,4,0.25,0.25,1,5,,1
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,3,3,,3
abe etude 25-4,B-3,58,3,0.5,0.125,0.125,3,4,,8
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,1,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-4,B-3,58,3,1.5,0,0.125,3,3,,3
abe etude 25-4,B-3,58,3,0.5,0,0.25,3,3,,3
abe etude 25-4,B-3,58,3,1.5,0,0.125,3,3,,3
abe etude 25-4,B-3,58,3,0.5,0,0.25,3,3,,3
abe etude 25-4,B-3,58,3,1,0.125,0.125,3,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0,4,3,,3
abe etude 25-4,B-3,58,3,1,0.125,0.125,3,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-4,B-3,58,3,0.5,0.125,0.125,3,4,,8
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,1,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-4,B-3,58,3,0.25,0.125,0.125,4,3,,3
abe etude 25-7,B-3,58,3,1.5,0.25,0.25,1,3,,3
abe etude 25-7,B-3,58,3,0.5,0.25,0.25,1,3,,3
abe etude 25-9,B-3,58,3,0.25,0.125,0.125,3,3,,3
abe etude 25-9,B-3,58,3,0.25,0.125,0.125,3,3,,3
abe etude 25-9,B-3,58,3,0.25,0.125,0.125,3,3,,3
abe etude 25-9,B-3,58,3,0.25,0.125,0.125,3,3,,3
abe etude 25-7,B#2,48,2,0.5,0.25,0.25,2,5,,3
abe etude 25-7,B#3,60,3,0.5,0.25,0.25,2,2,,1
abe etude 25-10,B#3,60,3,0.0714,0.0357,0.0357,2,3,,5
abe etude 25-10,B#3,60,3,0.25,0,0.25,2,3,,5
abe etude 25-10,B#3,60,3,0.25,0,0.25,2,3,,5
abe etude 25-10,B#3,60,3,0.0714,0.0357,0.0357,2,3,,5
abe etude 25-10,B#3,60,3,0.25,0,0.25,2,3,,5
abe etude 25-10,B#3,60,3,0.25,0,0,2,3,,5
abe etude 25-1,B2,47,2,1,0,0,1,5,,2
abe etude 25-1,B2,47,2,1,0.5,0.5,1,5,,2
abe etude 25-1,B2,47,2,2,0,0.5,1,5,,2
abe etude 25-1,B2,47,2,2,0,0.5,1,5,,2
abe etude 25-2,B2,47,2,1,0.125,0.125,1,5,,2
abe etude 25-2,B2,47,2,1,0.125,0.125,1,5,,2
abe etude 25-4,B2,47,2,0.5,0,0.125,1,5,,2
abe etude 25-4,B2,47,2,0.5,0,0.125,2,5,,2
abe etude 25-5,B2,47,2,0.5,0,0.25,2,5,,2
abe etude 25-5,B2,47,2,0.5,0,0.25,1,5,,2
abe etude 25-5,B2,47,2,0.5,0,0.25,2,5,,2
abe etude 25-5,B2,47,2,0.5,0,0.25,1,5,,2
abe etude 25-6,B2,47,2,4,0,0.25,1,5,,2
abe etude 25-6,B2,47,2,3,0,0.25,1,5,,2
abe etude 25-6,B2,47,2,0.5,0.25,0.5,1,5,,2
abe etude 25-6,B2,47,2,3,0,0.25,1,5,,2
abe etude 25-6,B2,47,2,3,0,0.25,1,5,,2
abe etude 25-6,B2,47,2,2,0,0,1,5,,2
abe etude 25-7,B2,47,2,0.5,0.25,0.25,1,5,,2
abe etude 25-7,B2,47,2,0.5,0.25,0.25,1,5,,2
abe etude 25-7,B2,47,2,0.5,0.25,0.25,3,6,,7
abe etude 25-8,B2,47,2,1,0.25,0.25,1,5,,2
abe etude 25-8,B2,47,2,1,0.25,0.25,1,5,,2
abe etude 25-8,B2,47,2,3,0.25,0.25,1,5,,2
abe etude 25-8,B2,47,2,1,0.25,0.25,1,5,,2
abe etude 25-9,B2,47,2,0.5,0,0.125,2,5,,2
abe etude 25-9,B2,47,2,0.5,0.125,0.125,2,5,,2
abe etude 25-9,B2,47,2,1,0,0.125,2,5,,2
abe etude 25-9,B2,47,2,0.25,0.125,0.125,2,5,,2
abe etude 25-9,B2,47,2,2,0,0.125,2,5,,2
